"Age","DistanceFromHome","DepartmentType","JobRole","JobLevel","JobInvolvement","JobSatisfaction","BusinessTravel","JobStockOptionLevel","WorkEnvironmentSatisfaction","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsWithCurrManager","Attrition"
"41","5","Research & Development","Research Scientist","1","2","1","Non-Travel","1","1","1","1","0","0","Yes"
"30","29","Sales","Sales Executive","2","3","1","Travel_Rarely","3","3","3","4","3","3","No"
"40","2","Sales","Sales Executive","2","3","2","Travel_Frequently","3","2","3","0","0","0","No"
"50","2","Research & Development","Manager","4","3","1","Travel_Frequently","1","4","3","2","2","2","No"
"28","19","Research & Development","Laboratory Technician","1","2","1","Travel_Rarely","3","4","3","6","5","3","No"
"46","15","Research & Development","Research Director","5","3","2","Travel_Rarely","1","4","3","4","2","3","No"
"35","7","Sales","Sales Executive","2","3","1","Travel_Rarely","3","3","3","7","7","7","No"
"24","17","Research & Development","Laboratory Technician","1","3","2","Travel_Rarely","1","4","1","1","0","0","Yes"
"33","25","Sales","Sales Executive","2","3","3","Travel_Frequently","1","2","2","10","7","1","No"
"36","6","Research & Development","Laboratory Technician","1","1","3","Travel_Rarely","1","3","3","7","7","7","No"
"30","7","Research & Development","Laboratory Technician","2","3","3","Travel_Rarely","3","3","3","10","7","9","No"
"44","29","Research & Development","Research Scientist","2","3","4","Travel_Rarely","0","4","3","20","11","17","No"
"20","21","Sales","Sales Representative","1","4","4","Travel_Rarely","0","3","3","2","1","2","No"
"46","2","Research & Development","Manufacturing Director","2","3","4","Travel_Rarely","1","4","2","6","3","4","No"
"42","2","Human Resources","Human Resources","2","4","3","Non-Travel","1","4","4","4","3","3","No"
"60","7","Sales","Sales Executive","2","4","4","Travel_Rarely","1","2","3","11","7","9","No"
"32","13","Research & Development","Laboratory Technician","1","2","2","Travel_Frequently","1","3","3","2","2","2","No"
"32","2","Research & Development","Research Scientist","2","3","3","Travel_Frequently","0","4","3","8","7","7","No"
"36","1","Research & Development","Manufacturing Director","3","1","1","Travel_Rarely","1","3","3","7","7","7","No"
"33","9","Research & Development","Research Scientist","1","3","4","Travel_Rarely","1","1","3","14","10","10","No"
"40","10","Sales","Sales Executive","2","2","2","Travel_Rarely","1","2","4","5","1","3","No"
"25","10","Sales","Sales Executive","2","3","4","Travel_Rarely","0","3","3","4","3","1","No"
"30","1","Research & Development","Research Scientist","1","3","2","Travel_Rarely","1","4","3","11","9","7","No"
"42","26","Research & Development","Research Director","3","3","1","Travel_Frequently","0","1","3","1","0","0","No"
"35","8","Sales","Sales Executive","3","2","4","Non-Travel","1","3","2","13","2","12","No"
"27","14","Research & Development","Research Scientist","1","3","1","Travel_Rarely","2","1","2","9","7","8","No"
"54","1","Research & Development","Manufacturing Director","3","3","3","Travel_Frequently","1","4","1","5","4","4","No"
"44","2","Research & Development","Research Scientist","1","4","4","Travel_Rarely","1","1","3","10","5","7","No"
"19","10","Research & Development","Research Scientist","1","2","3","Non-Travel","0","1","4","1","1","0","Yes"
"29","1","Research & Development","Research Scientist","1","3","4","Travel_Rarely","3","1","3","3","2","2","No"
"54","3","Research & Development","Research Director","4","3","4","Travel_Rarely","0","4","3","10","9","9","No"
"31","11","Research & Development","Healthcare Representative","2","3","1","Travel_Rarely","0","3","2","6","5","1","No"
"31","24","Research & Development","Healthcare Representative","2","2","1","Travel_Rarely","0","3","3","10","9","8","No"
"59","3","Sales","Sales Executive","2","2","4","Travel_Rarely","0","3","3","6","1","5","No"
"43","3","Research & Development","Research Director","5","1","4","Travel_Rarely","1","3","3","8","7","7","No"
"49","4","Research & Development","Manager","5","2","3","Travel_Rarely","1","1","4","1","0","0","No"
"36","3","Research & Development","Research Scientist","1","3","2","Travel_Frequently","0","3","2","11","10","7","No"
"48","2","Research & Development","Laboratory Technician","1","4","2","Travel_Rarely","0","4","2","1","0","0","No"
"27","4","Research & Development","Research Scientist","1","3","3","Travel_Rarely","3","1","3","5","3","3","No"
"29","7","Research & Development","Healthcare Representative","2","3","4","Travel_Rarely","2","3","3","6","0","0","No"
"48","1","Research & Development","Research Director","5","2","4","Travel_Rarely","0","4","4","1","0","0","No"
"29","1","Research & Development","Research Director","4","2","4","Travel_Rarely","2","4","2","7","7","7","No"
"34","20","Research & Development","Research Scientist","1","4","3","Travel_Rarely","0","3","2","1","0","0","No"
"44","5","Sales","Manager","5","3","2","Travel_Rarely","1","2","3","22","9","10","No"
"33","10","Sales","Sales Executive","3","4","3","Travel_Rarely","2","4","3","9","8","8","No"
"19","25","Research & Development","Research Scientist","1","4","3","Travel_Rarely","0","2","3","1","0","1","No"
"23","1","Research & Development","Research Scientist","1","3","3","Travel_Rarely","1","4","3","1","0","1","No"
"25","24","Sales","Sales Representative","1","1","4","Travel_Frequently","0","3","3","1","0","0","Yes"
"26","4","Research & Development","Research Scientist","1","3","4","Travel_Rarely","0","3","2","8","5","2","No"
"45","2","Sales","Manager","5","1","2","Travel_Rarely","0","1","3","24","10","11","Yes"
"55","8","Research & Development","Healthcare Representative","4","2","2","Non-Travel","1","4","3","33","9","0","No"
"21","7","Research & Development","Laboratory Technician","1","2","3","Travel_Frequently","0","1","1","2","2","2","Yes"
"46","4","Sales","Manager","5","2","2","Travel_Rarely","1","4","3","11","4","8","No"
"34","2","Sales","Sales Executive","2","3","1","Travel_Rarely","0","3","3","3","2","2","No"
"51","9","Sales","Manager","5","3","2","Travel_Frequently","1","4","2","29","10","10","No"
"59","18","Research & Development","Manufacturing Director","3","3","4","Travel_Rarely","0","4","2","9","7","4","No"
"34","19","Research & Development","Laboratory Technician","2","3","2","Travel_Frequently","2","3","4","11","8","10","No"
"28","1","Research & Development","Laboratory Technician","1","3","3","Travel_Frequently","0","4","3","4","2","2","No"
"44","4","Research & Development","Manager","5","4","1","Travel_Rarely","2","3","2","25","9","13","No"
"34","11","Human Resources","Human Resources","2","2","2","Travel_Frequently","2","3","4","10","9","8","No"
"35","6","Research & Development","Research Scientist","1","3","3","Travel_Rarely","0","3","3","3","2","2","No"
"42","7","Research & Development","Research Scientist","2","4","2","Travel_Rarely","0","2","3","1","0","0","No"
"43","4","Sales","Sales Executive","3","2","4","Travel_Rarely","0","4","4","21","7","17","No"
"36","2","Research & Development","Manufacturing Director","2","3","2","Travel_Rarely","0","3","3","16","14","12","No"
"44","15","Research & Development","Healthcare Representative","3","3","4","Travel_Rarely","1","1","3","10","7","5","Yes"
"28","2","Research & Development","Laboratory Technician","1","2","4","Travel_Frequently","1","4","3","2","2","2","No"
"51","6","Research & Development","Laboratory Technician","1","2","3","Travel_Frequently","0","2","2","7","0","7","No"
"30","9","Research & Development","Manufacturing Director","2","3","3","Non-Travel","0","3","3","8","4","7","No"
"29","7","Research & Development","Laboratory Technician","1","3","3","Travel_Rarely","2","2","3","7","7","7","Yes"
"28","1","Research & Development","Research Scientist","1","3","1","Travel_Rarely","0","4","2","3","2","2","No"
"25","1","Research & Development","Research Scientist","1","3","2","Travel_Rarely","0","4","2","2","2","1","No"
"32","8","Sales","Sales Executive","2","4","4","Travel_Rarely","2","3","4","10","7","8","No"
"45","25","Research & Development","Manager","5","3","2","Travel_Frequently","0","2","3","0","0","0","No"
"39","13","Research & Development","Manager","4","2","2","Travel_Rarely","2","3","3","19","9","2","No"
"58","23","Research & Development","Research Scientist","1","3","3","Travel_Rarely","2","1","3","2","2","2","No"
"32","7","Research & Development","Laboratory Technician","2","3","3","Travel_Rarely","1","4","3","10","4","1","Yes"
"39","23","Research & Development","Research Scientist","1","3","1","Travel_Rarely","0","3","3","5","2","3","Yes"
"30","6","Research & Development","Laboratory Technician","2","2","3","Travel_Rarely","1","1","3","9","2","7","No"
"36","10","Research & Development","Healthcare Representative","3","3","3","Travel_Rarely","0","4","3","7","7","7","No"
"46","1","Human Resources","Human Resources","1","3","1","Travel_Rarely","0","4","4","7","6","7","No"
"28","1","Research & Development","Laboratory Technician","2","1","4","Non-Travel","3","3","3","9","8","5","No"
"50","28","Research & Development","Research Director","4","3","1","Travel_Rarely","0","4","3","3","2","2","No"
"40","25","Sales","Sales Executive","3","2","2","Travel_Rarely","0","4","3","5","4","0","Yes"
"52","5","Sales","Sales Executive","3","3","2","Travel_Rarely","0","2","2","8","7","7","Yes"
"30","17","Research & Development","Manager","3","3","1","Travel_Rarely","2","2","3","9","1","8","No"
"39","18","Research & Development","Manufacturing Director","2","3","3","Travel_Rarely","0","1","3","8","7","7","No"
"31","2","Sales","Sales Executive","3","3","3","Non-Travel","1","4","2","10","8","6","No"
"41","10","Sales","Sales Executive","2","1","2","Non-Travel","0","3","3","19","2","9","No"
"31","1","Sales","Sales Representative","1","3","2","Travel_Frequently","0","4","4","3","2","2","Yes"
"44","3","Research & Development","Laboratory Technician","1","3","1","Travel_Rarely","0","1","4","3","2","2","Yes"
"42","2","Research & Development","Manager","4","3","3","Non-Travel","0","3","2","20","8","10","No"
"55","2","Research & Development","Manager","5","1","-3","Travel_Rarely","1","4","3","19","9","11","No"
"56","8","Human Resources","Manager","5","3","2","Travel_Rarely","0","4","3","7","3","7","No"
"40","16","Research & Development","Research Scientist","1","3","3","Non-Travel","1","3","3","4","2","0","No"
"34","9","Research & Development","Healthcare Representative","3","3","4","Travel_Rarely","1","4","2","9","7","6","No"
"40","2","Research & Development","Research Scientist","2","3","4","Travel_Rarely","0","3","3","9","8","8","No"
"41","1","Sales","Sales Executive","2","3","1","Travel_Frequently","1","3","3","9","3","7","No"
"35","4","Research & Development","Research Scientist","2","3","3","Travel_Frequently","0","3","3","9","6","1","No"
"51","5","Human Resources","Manager","4","3","2","Travel_Rarely","1","3","3","33","9","10","No"
"38","2","Sales","Sales Executive","2","3","1","Travel_Rarely","1","2","3","7","7","7","No"
"34","15","Sales","Sales Executive","2","3","1","Travel_Rarely","0","3","4","10","8","6","No"
"25","19","Research & Development","Laboratory Technician","1","3","4","Travel_Rarely","3","4","2","3","2","2","No"
"58","7","Research & Development","Manufacturing Director","3","2","1","Travel_Rarely","0","3","2","10","9","9","Yes"
"40","1","Research & Development","Laboratory Technician","1","3","2","Travel_Rarely","1","2","3","4","2","3","No"
"36","7","Sales","Sales Executive","2","4","1","Travel_Frequently","1","1","2","15","7","13","No"
"48","7","Research & Development","Manufacturing Director","3","3","4","Travel_Rarely","0","4","3","10","9","8","No"
"27","11","Sales","Sales Representative","1","4","4","Travel_Rarely","1","3","3","1","0","0","No"
"51","11","Research & Development","Manufacturing Director","4","2","2","Travel_Rarely","0","4","2","5","2","3","No"
"18","1","Research & Development","Laboratory Technician","1","3","4","Non-Travel","0","4","3","0","0","0","No"
"35","1","Research & Development","Laboratory Technician","2","2","4","Travel_Rarely","1","4","3","9","7","0","No"
"27","2","Sales","Sales Executive","2","1","4","Travel_Frequently","0","4","3","6","2","0","No"
"55","13","Sales","Sales Executive","4","4","3","Travel_Rarely","0","1","2","19","7","8","Yes"
"56","23","Research & Development","Manufacturing Director","4","3","2","Travel_Rarely","1","4","3","19","16","9","No"
"34","26","Research & Development","Research Scientist","1","2","3","Non-Travel","3","1","3","5","4","0","No"
"40","2","Research & Development","Healthcare Representative","2","4","3","Travel_Rarely","3","2","3","12","11","8","No"
"34","29","Research & Development","Laboratory Technician","2","3","3","Travel_Rarely","2","2","3","8","7","7","No"
"31","2","Sales","Sales Representative","1","2","4","Travel_Frequently","0","3","4","1","0","0","Yes"
"35","18","Sales","Sales Executive","2","3","3","Travel_Frequently","1","4","2","4","2","2","Yes"
"38","7","Research & Development","Research Scientist","1","4","3","Travel_Frequently","3","4","3","4","2","3","No"
"34","2","Research & Development","Healthcare Representative","2","3","4","Travel_Rarely","0","3","4","14","11","11","No"
"28","26","Sales","Sales Executive","2","2","1","Travel_Rarely","1","3","3","5","3","4","No"
"31","22","Research & Development","Manufacturing Director","2","3","3","Travel_Rarely","2","4","2","10","2","7","Yes"
"39","21","Sales","Sales Executive","2","2","4","Travel_Rarely","2","1","4","5","4","4","No"
"51","2","Sales","Sales Executive","3","3","2","Travel_Frequently","0","2","3","4","2","2","No"
"41","22","Research & Development","Research Scientist","2","3","4","Travel_Frequently","2","4","2","6","2","3","No"
"37","4","Research & Development","Research Scientist","1","3","3","Travel_Rarely","0","3","3","6","4","3","No"
"33","5","Sales","Sales Executive","2","3","4","Travel_Frequently","0","2","4","5","4","2","No"
"32","2","Sales","Sales Executive","2","3","2","Travel_Rarely","3","3","2","3","2","2","No"
"39","25","Research & Development","Healthcare Representative","3","3","3","Non-Travel","1","3","3","6","4","5","No"
"25","18","Sales","Sales Executive","2","4","3","Travel_Rarely","0","1","2","3","2","2","No"
"52","28","Research & Development","Manufacturing Director","4","4","3","Travel_Frequently","1","4","2","5","3","2","No"
"43","6","Research & Development","Research Scientist","2","2","3","Travel_Rarely","0","1","1","20","7","8","No"
"27","10","Sales","Sales Executive","2","2","4","Travel_Rarely","0","4","3","6","2","4","No"
"27","17","Research & Development","Research Scientist","1","3","3","Travel_Rarely","0","4","3","8","2","7","Yes"
"26","2","Research & Development","Research Scientist","1","2","4","Travel_Rarely","0","1","3","4","3","1","No"
"42","10","Human Resources","Manager","4","3","1","Travel_Rarely","1","3","3","20","7","9","No"
"52","8","Research & Development","Laboratory Technician","1","3","1","Travel_Rarely","0","3","1","5","4","4","No"
"37","11","Research & Development","Laboratory Technician","1","3","3","Travel_Rarely","0","1","3","3","2","2","No"
"35","18","Research & Development","Manufacturing Director","3","3","4","Travel_Frequently","0","3","3","2","2","2","No"
"25","1","Research & Development","Laboratory Technician","1","3","4","Travel_Rarely","1","1","2","3","2","2","No"
"26","7","Research & Development","Laboratory Technician","1","4","1","Travel_Rarely","0","3","3","7","7","7","No"
"29","17","Human Resources","Human Resources","3","2","1","Travel_Rarely","0","2","2","10","9","9","No"
"49","28","Research & Development","Laboratory Technician","2","2","1","Travel_Frequently","0","1","3","4","3","3","Yes"
"29","14","Research & Development","Healthcare Representative","3","3","4","Travel_Frequently","0","3","3","8","7","7","Yes"
"54","1","Research & Development","Research Director","4","3","4","Travel_Rarely","0","4","2","20","7","7","No"
"58","1","Research & Development","Research Director","5","3","1","Travel_Rarely","1","4","3","9","8","5","No"
"55","1","Research & Development","Research Director","4","4","4","Travel_Rarely","2","2","4","7","7","0","No"
"36","3","Sales","Sales Executive","2","3","2","Travel_Rarely","0","1","3","5","4","1","No"
"31","1","Sales","Sales Representative","1","1","3","Travel_Frequently","0","2","3","1","0","0","Yes"
"30","7","Sales","Sales Executive","2","3","1","Travel_Rarely","2","4","3","3","2","2","No"
"31","8","Research & Development","Research Director","4","3","2","Travel_Rarely","0","1","4","3","2","0","No"
"34","1","Research & Development","Research Scientist","1","3","3","Travel_Frequently","2","4","3","4","3","3","No"
"31","8","Research & Development","Research Scientist","1","2","2","Travel_Rarely","0","1","4","1","0","0","Yes"
"27","11","Research & Development","Laboratory Technician","1","3","1","Travel_Rarely","0","2","4","5","0","4","No"
"36","4","Research & Development","Laboratory Technician","2","2","4","Travel_Rarely","0","1","2","10","4","8","No"
"36","16","Sales","Sales Executive","2","2","1","Travel_Rarely","2","3","2","3","2","2","No"
"47","1","Research & Development","Research Scientist","1","3","4","Travel_Rarely","1","1","2","6","5","2","No"
"25","9","Sales","Sales Representative","1","2","1","Travel_Rarely","0","1","3","3","2","2","Yes"
"37","5","Research & Development","Laboratory Technician","1","4","3","Non-Travel","0","3","3","6","5","3","No"
"56","1","Research & Development","Research Scientist","1","3","1","Travel_Rarely","1","1","4","3","2","0","No"
"47","2","Research & Development","Research Director","4","3","3","Travel_Rarely","2","1","4","20","17","6","No"
"24","4","Sales","Sales Executive","2","3","3","Travel_Rarely","2","4","3","5","4","3","No"
"32","7","Sales","Sales Executive","2","3","4","Travel_Rarely","1","4","2","4","3","3","No"
"34","1","Research & Development","Laboratory Technician","1","2","2","Travel_Rarely","1","4","2","5","4","2","No"
"41","5","Research & Development","Research Scientist","1","4","3","Travel_Rarely","0","2","2","4","2","3","No"
"40","9","Research & Development","Laboratory Technician","2","3","3","Non-Travel","2","3","4","8","7","7","No"
"31","8","Sales","Sales Executive","3","3","3","Travel_Rarely","1","1","3","13","7","9","No"
"46","9","Sales","Sales Executive","3","3","4","Travel_Rarely","1","1","4","7","7","3","Yes"
"39","2","Research & Development","Laboratory Technician","1","2","1","Non-Travel","0","1","4","1","0","0","Yes"
"31","1","Research & Development","Manufacturing Director","3","4","2","Travel_Frequently","0","3","3","10","8","7","Yes"
"45","20","Research & Development","Healthcare Representative","3","1","1","Travel_Rarely","1","2","3","7","7","7","No"
"31","8","Human Resources","Human Resources","1","4","2","Travel_Rarely","0","3","3","3","2","2","No"
"31","2","Research & Development","Laboratory Technician","1","3","4","Travel_Frequently","1","2","1","2","2","2","Yes"
"45","29","Research & Development","Manufacturing Director","3","3","4","Travel_Rarely","2","2","4","3","1","2","No"
"48","7","Sales","Sales Executive","2","3","1","Travel_Rarely","3","3","3","2","2","2","No"
"34","9","Human Resources","Human Resources","1","3","3","Travel_Rarely","0","1","3","2","2","2","Yes"
"40","8","Research & Development","Research Director","3","2","2","Non-Travel","1","4","3","9","8","8","No"
"28","5","Sales","Sales Executive","2","3","1","Travel_Rarely","0","4","3","5","4","3","No"
"44","5","Research & Development","Laboratory Technician","1","2","3","Non-Travel","0","3","3","5","2","3","No"
"53","2","Research & Development","Research Director","4","4","2","Travel_Rarely","0","4","2","9","8","8","No"
"49","5","Research & Development","Healthcare Representative","2","3","3","Travel_Rarely","1","1","2","3","2","2","No"
"40","2","Research & Development","Research Scientist","1","3","3","Travel_Rarely","1","3","4","3","1","2","No"
"44","20","Research & Development","Research Scientist","1","3","2","Travel_Rarely","0","3","2","5","2","3","No"
"33","7","Sales","Sales Executive","2","3","1","Travel_Frequently","2","4","3","4","3","3","No"
"34","3","Sales","Sales Executive","2","1","1","Travel_Rarely","0","4","3","13","9","12","No"
"30","16","Sales","Sales Executive","2","3","3","Travel_Rarely","2","4","2","2","1","2","No"
"42","9","Research & Development","Laboratory Technician","1","3","4","Travel_Frequently","0","1","3","12","9","8","No"
"44","1","Sales","Sales Executive","2","3","3","Travel_Frequently","1","1","2","1","0","0","No"
"30","7","Research & Development","Research Scientist","1","3","3","Non-Travel","2","3","2","1","0","0","No"
"57","1","Research & Development","Research Scientist","2","4","3","Travel_Rarely","1","2","2","12","9","8","No"
"49","7","Research & Development","Healthcare Representative","3","3","2","Travel_Rarely","2","3","3","8","7","7","No"
"34","15","Research & Development","Research Director","4","3","1","Travel_Frequently","2","2","2","14","8","9","No"
"28","1","Sales","Sales Representative","1","3","3","Travel_Frequently","1","1","4","3","2","2","Yes"
"29","13","Sales","Sales Executive","2","3","2","Travel_Frequently","0","1","1","5","3","0","Yes"
"34","24","Sales","Sales Executive","2","2","2","Travel_Rarely","0","1","4","15","9","10","Yes"
"35","7","Sales","Sales Representative","1","3","3","Travel_Rarely","1","4","3","1","0","0","No"
"24","9","Research & Development","Laboratory Technician","1","3","1","Travel_Frequently","0","2","2","0","0","0","Yes"
"24","13","Sales","Sales Representative","1","3","2","Non-Travel","1","4","3","1","0","0","No"
"44","2","Research & Development","Manufacturing Director","3","3","3","Travel_Frequently","0","3","2","2","2","2","No"
"29","19","Sales","Sales Executive","2","2","3","Travel_Rarely","2","3","3","10","7","4","No"
"30","1","Human Resources","Human Resources","1","3","3","Travel_Rarely","1","3","4","5","3","3","No"
"55","4","Research & Development","Healthcare Representative","2","3","3","Travel_Rarely","0","4","3","3","2","2","No"
"33","4","Research & Development","Laboratory Technician","1","2","2","Travel_Rarely","0","1","3","5","4","2","No"
"47","14","Sales","Sales Executive","2","3","3","Travel_Rarely","1","3","2","5","4","2","No"
"28","2","Research & Development","Laboratory Technician","1","2","1","Travel_Frequently","0","3","2","0","0","0","Yes"
"28","7","Research & Development","Research Scientist","1","2","3","Travel_Rarely","1","1","1","1","0","0","No"
"28","7","Sales","Sales Executive","2","3","1","Travel_Frequently","0","3","3","4","2","3","No"
"49","3","Research & Development","Laboratory Technician","2","2","1","Travel_Rarely","1","3","3","3","2","2","No"
"29","2","Research & Development","Laboratory Technician","1","3","2","Travel_Frequently","3","4","3","3","2","2","No"
"28","29","Research & Development","Manufacturing Director","2","1","2","Travel_Rarely","2","3","2","8","6","7","No"
"33","8","Research & Development","Healthcare Representative","2","3","3","Travel_Rarely","0","4","3","0","0","0","No"
"32","10","Research & Development","Manager","3","3","4","Travel_Rarely","0","3","4","5","2","0","No"
"54","11","Research & Development","Manager","4","3","4","Travel_Frequently","1","2","3","14","9","12","No"
"29","1","Research & Development","Research Scientist","1","2","1","Travel_Rarely","0","1","1","9","7","7","Yes"
"44","28","Research & Development","Research Director","4","3","1","Travel_Rarely","1","4","4","20","6","17","No"
"39","6","Research & Development","Manufacturing Director","3","3","2","Travel_Rarely","0","2","3","2","0","2","No"
"46","3","Sales","Manager","4","3","2","Travel_Rarely","1","3","4","13","12","1","No"
"35","16","Research & Development","Healthcare Representative","3","2","2","Travel_Rarely","0","4","1","11","8","3","No"
"23","20","Research & Development","Laboratory Technician","2","3","3","Travel_Rarely","0","1","3","4","3","2","No"
"40","9","Research & Development","Laboratory Technician","1","3","1","Travel_Rarely","0","4","1","5","4","0","Yes"
"34","1","Sales","Sales Executive","3","2","3","Travel_Rarely","0","4","3","10","9","6","No"
"31","3","Research & Development","Research Scientist","1","3","3","Travel_Frequently","0","4","1","7","2","7","Yes"
"50","22","Research & Development","Research Director","4","1","4","Travel_Frequently","0","3","3","32","6","9","No"
"34","7","Sales","Sales Representative","1","3","3","Travel_Rarely","1","2","3","11","10","7","No"
"42","2","Research & Development","Laboratory Technician","1","2","2","Travel_Rarely","1","3","3","1","0","0","No"
"37","13","Research & Development","Research Scientist","2","3","4","Travel_Rarely","0","1","3","10","8","7","No"
"29","8","Research & Development","Healthcare Representative","2","1","1","Travel_Rarely","1","3","3","7","7","7","No"
"33","25","Research & Development","Manufacturing Director","2","2","2","Travel_Rarely","0","4","3","5","3","2","No"
"45","28","Research & Development","Research Scientist","1","3","4","Travel_Rarely","1","4","3","5","4","3","No"
"42","2","Research & Development","Healthcare Representative","3","3","4","Travel_Frequently","1","4","1","20","8","9","No"
"40","9","Sales","Sales Executive","2","3","1","Travel_Rarely","0","1","4","8","4","1","No"
"33","28","Research & Development","Laboratory Technician","2","3","3","Travel_Rarely","1","2","3","15","14","7","No"
"40","6","Human Resources","Manager","4","3","4","Travel_Rarely","0","3","3","21","7","7","No"
"24","21","Research & Development","Laboratory Technician","1","2","3","Travel_Rarely","3","3","3","1","1","0","No"
"40","7","Research & Development","Healthcare Representative","2","3","4","Non-Travel","0","4","3","2","2","2","No"
"45","1","Research & Development","Healthcare Representative","3","3","2","Travel_Rarely","3","1","3","10","8","7","No"
"35","28","Sales","Sales Representative","1","2","3","Travel_Rarely","2","2","3","5","3","2","No"
"32","5","Research & Development","Research Scientist","2","2","2","Travel_Rarely","1","4","3","7","1","5","No"
"36","2","Sales","Sales Representative","1","3","4","Travel_Rarely","0","3","2","3","2","2","No"
"48","16","Sales","Sales Executive","2","3","3","Travel_Rarely","1","3","3","8","7","7","No"
"29","9","Research & Development","Research Scientist","1","4","3","Travel_Rarely","2","3","2","1","0","0","No"
"33","8","Sales","Sales Executive","2","3","1","Travel_Rarely","1","1","1","2","2","2","No"
"30","1","Sales","Sales Executive","2","2","1","Travel_Rarely","1","2","3","10","8","7","Yes"
"38","10","Human Resources","Human Resources","2","3","3","Travel_Frequently","0","3","3","6","3","2","No"
"35","1","Research & Development","Laboratory Technician","1","2","1","Travel_Rarely","0","4","3","3","0","2","No"
"30","29","Sales","Sales Executive","3","3","3","Travel_Rarely","1","3","3","4","2","3","No"
"35","2","Research & Development","Laboratory Technician","1","3","1","Travel_Rarely","1","1","3","1","0","0","Yes"
"53","2","Research & Development","Manufacturing Director","3","2","4","Travel_Rarely","1","3","3","33","7","9","Yes"
"38","2","Research & Development","Manufacturing Director","2","3","2","Travel_Rarely","2","3","3","5","2","4","Yes"
"32","1","Research & Development","Research Scientist","2","3","1","Non-Travel","1","4","2","6","5","2","No"
"48","15","Research & Development","Research Scientist","1","3","1","Travel_Rarely","1","3","2","8","2","6","No"
"34","7","Research & Development","Research Scientist","1","3","4","Travel_Rarely","0","1","1","1","0","0","No"
"55","26","Sales","Manager","5","2","4","Travel_Rarely","1","3","3","36","6","13","No"
"34","1","Research & Development","Research Scientist","2","3","3","Travel_Rarely","1","2","2","2","2","1","No"
"26","3","Research & Development","Research Scientist","1","3","4","Travel_Rarely","0","1","3","1","0","0","No"
"38","14","Sales","Sales Executive","2","3","2","Travel_Rarely","1","3","3","9","8","7","No"
"38","16","Sales","Sales Executive","2","3","2","Travel_Rarely","0","2","4","3","2","2","No"
"36","1","Sales","Sales Executive","2","3","3","Travel_Rarely","0","2","3","1","0","0","No"
"29","3","Research & Development","Laboratory Technician","1","3","1","Travel_Rarely","0","2","3","10","9","5","No"
"35","10","Research & Development","Healthcare Representative","2","3","3","Travel_Rarely","0","1","3","5","2","4","No"
"39","6","Sales","Sales Executive","3","4","3","Travel_Rarely","1","4","3","7","6","6","No"
"29","2","Research & Development","Healthcare Representative","2","3","4","Travel_Frequently","1","1","4","6","4","3","No"
"50","9","Sales","Manager","5","3","3","Travel_Rarely","1","3","3","1","0","0","No"
"23","10","Research & Development","Research Scientist","1","4","3","Travel_Rarely","1","4","3","2","2","2","No"
"36","6","Research & Development","Laboratory Technician","2","4","1","Travel_Frequently","1","1","3","3","2","2","No"
"42","9","Research & Development","Manager","5","2","4","Travel_Rarely","0","4","3","1","0","1","No"
"35","28","Research & Development","Laboratory Technician","2","4","3","Travel_Rarely","2","2","2","10","9","8","No"
"34","10","Research & Development","Healthcare Representative","2","2","3","Travel_Frequently","1","4","2","8","2","7","No"
"40","14","Sales","Sales Executive","2","3","1","Travel_Rarely","1","4","3","5","4","2","No"
"43","27","Research & Development","Laboratory Technician","1","4","2","Travel_Rarely","1","4","3","6","4","2","No"
"35","7","Research & Development","Laboratory Technician","1","2","4","Travel_Rarely","1","3","2","1","0","1","No"
"46","1","Sales","Manager","4","4","1","Travel_Rarely","0","4","1","26","0","12","No"
"28","24","Research & Development","Laboratory Technician","1","3","2","Travel_Rarely","3","3","3","1","1","0","Yes"
"22","26","Research & Development","Research Scientist","1","2","3","Non-Travel","0","2","2","4","2","3","No"
"50","20","Research & Development","Healthcare Representative","4","3","3","Travel_Frequently","1","2","3","30","8","13","No"
"32","5","Research & Development","Research Scientist","1","4","4","Travel_Rarely","2","2","3","3","2","2","No"
"44","7","Research & Development","Research Director","5","3","4","Travel_Rarely","1","2","2","22","7","10","No"
"30","7","Research & Development","Research Scientist","1","2","2","Travel_Rarely","1","2","2","6","4","1","No"
"45","5","Research & Development","Laboratory Technician","2","1","3","Travel_Rarely","0","3","3","10","7","4","No"
"45","26","Sales","Sales Executive","2","2","1","Non-Travel","1","1","3","10","7","5","No"
"31","2","Sales","Sales Executive","2","3","1","Travel_Frequently","0","4","3","5","2","3","No"
"36","12","Research & Development","Manufacturing Director","2","3","3","Travel_Rarely","2","3","3","3","2","1","No"
"34","10","Research & Development","Manufacturing Director","2","4","4","Travel_Frequently","1","3","3","9","7","2","No"
"49","25","Research & Development","Laboratory Technician","1","3","1","Travel_Rarely","1","3","2","9","6","4","No"
"39","10","Research & Development","Manufacturing Director","2","3","1","Travel_Rarely","3","2","3","7","7","7","No"
"27","19","Research & Development","Laboratory Technician","1","2","1","Travel_Rarely","2","4","3","7","7","7","No"
"35","18","Research & Development","Research Scientist","2","4","1","Travel_Rarely","0","2","3","16","15","10","No"
"28","27","Research & Development","Manufacturing Director","2","1","1","Travel_Rarely","1","2","2","5","3","0","No"
"21","5","Research & Development","Research Scientist","1","3","4","Travel_Rarely","0","3","3","2","2","2","No"
